id,title,genres,overview,tagline,cast,crew
47931,Elite Squad: The Enemy Within,"['Drama', 'Action', 'Crime']","after a bloody invasion of the bope in the high-security penitentiary bangu 1 in rio de janeiro to control a rebellion of interns, the lieutenant-colonel roberto nascimento and the second in command captain andré matias are accused by the human right aids member diogo fraga of execution of prisoners. matias is transferred to the corrupted military police and nascimento is exonerated from the bope by the governor.",the masterminds of the organized crime in rio,"['Wagner Moura', 'Irandhir Santos', 'André Ramiro', 'Pedro Van-Held', 'Maria Ribeiro']",['José Padilha']
15362,Mesrine: Public Enemy #1,"['Action', 'Thriller', 'Crime', 'Drama']","the story of jacques mesrine, france's public enemy no. 1 during the 1970s. after nearly two decades of legendary criminal feats -- from multiple bank robberies and to prison breaks -- mesrine was gunned down by the french police in paris.",unknown,"['Vincent Cassel', 'Ludivine Sagnier', 'Mathieu Amalric', 'Gérard Lanvin', 'Samuel Le Bihan']",['Jean-François Richet']
50546,Just Go with It,"['Romance', 'Comedy']","a plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. when more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in hawaii that will change all their lives.",sometimes a guy's best wingman... is a wingwoman,"['Adam Sandler', 'Jennifer Aniston', 'Nicole Kidman', 'Nick Swardson', 'Brooklyn Decker']",['Dennis Dugan']
49730,Red Riding Hood,"['Fantasy', 'Thriller', 'Horror']","valerie is in love with a brooding outsider, peter, but her parents have arranged for her to marry another man – who is wealthy. unwilling to lose each other, valerie and peter plan to run away together when they learn that valerie's older sister has been killed by a werewolf that prowls the dark forest surrounding their village. hungry for revenge, the people call on famed werewolf hunter, father solomon, to help them kill the wolf. but solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them.",who's afraid?,"['Amanda Seyfried', 'Gary Oldman', 'Billy Burke', 'Shiloh Fernandez', 'Max Irons']",['Catherine Hardwicke']
38322,"Big Mommas: Like Father, Like Son","['Crime', 'Comedy', 'Action']","fbi agent malcolm turner and his 17-year-old son, trent, go undercover at an all-girls performing arts school after trent witnesses a murder. posing as big momma and charmaine, they must find the murderer before he finds them.",momma's got back-up.,"['Martin Lawrence', 'Brandon T. Jackson', 'Portia Doubleday', 'Mari Morrow', 'Faizon Love']",['John Whitesell']
45132,Super,"['Comedy', 'Action', 'Drama']","after his wife falls under the influence of a drug dealer, an everyday guy transforms himself into crimson bolt, a superhero with the best intentions, though he lacks for heroic skills.","shut up, crime!","['Rainn Wilson', 'Ellen Page', 'Liv Tyler', 'Kevin Bacon', 'Gregg Henry']",['James Gunn']
46146,Troll Hunter,"['Fantasy', 'Horror']","a group of students investigates a series of mysterious bear killings, but learns that there are much more dangerous things going on. they start to follow a mysterious hunter, learning that he is actually a troll hunter.",you believe it when you see it!,"['Otto Jespersen', 'Hans Morten Hansen', 'Tomas Alf Larsen', 'Johanna Mørck', 'Knut Nærum']",['André Øvredal']
45612,Source Code,"['Thriller', 'Science Fiction', 'Mystery']","decorated soldier captain colter stevens wakes up in the body of an unknown man, discovering he's involved in a mission to find the bomber of a chicago commuter train. he learns he's part of a top-secret experimental program that enables him to experience the final 8 minutes of another person's life. colter re-lives the train incident over and over again, gathering more clues each time. but can he discover who is responsible for the attack before the next one happens?",make every second count,"['Jake Gyllenhaal', 'Michelle Monaghan', 'Vera Farmiga', 'Russell Peters', 'Michael Arden']",['Duncan Jones']
38684,Jane Eyre,"['Drama', 'Romance']","after a bleak childhood, jane eyre goes out into the world to become a governess. as she lives happily in her new position at thornfield hall, she meet the dark, cold, and abrupt master of the house, mr. rochester. jane and her employer grow close in friendship and she soon finds herself falling in love with him. happiness seems to have found jane at last, but could mr. rochester's terrible secret be about to destroy it forever?",she sought refuge... and found a place haunted by secrets.,"['Mia Wasikowska', 'Jamie Bell', 'Michael Fassbender', 'Judi Dench', 'Su Elliott']",['Cary Fukunaga']
23629,Sucker Punch,"['Action', 'Fantasy', 'Thriller']","a young girl is institutionalized by her abusive stepfather. retreating to an alternative reality as a coping strategy, she envisions a plan which will help her escape from the mental facility.",you will be unprepared,"['Emily Browning', 'Abbie Cornish', 'Jena Malone', 'Vanessa Hudgens', 'Jamie Chung']",['Zack Snyder']
58232,Chalet Girl,"['Comedy', 'Romance']","while working a job at an exclusive ski resort to support her dad, kim learns to snowboard and is so good at it that she enters a competition with a huge cash prize. she has to dig deep to overcome her fears, but her life gets more complicated through her spoken-for boss, jonny.",how to marry a billionaire.,"['Felicity Jones', 'Ed Westwick', 'Brooke Shields', 'Bill Nighy', 'Tamsin Egerton']",['Phil Traill']
13413,BURN·E,"['Animation', 'Family']",what lengths will a robot undergo to do his job? burn·e is a dedicated hard working robot who finds himself locked out of his ship. burn·e quickly learns that completing a simple task can often be a very difficult endeavor.,unknown,"['Angus MacLane', 'Tessa Swigart', 'Ben Burtt', 'Jeff Garlin', 'Elissa Knight']",['Angus MacLane']
58496,Senna,['Documentary'],"senna's remarkable story, charting his physical and spiritual achievments on the track and off, his quest for perfection, and the mythical status he has since attained, is the subject of senna, a documentary feature that spans the racing legend's years as an f1 driver, from his opening season in 1984 to his untimely death a decade later.",the legend of the greatest driver who ever lived.,"['Ayrton Senna', 'Alain Prost', 'Frank Williams', 'Ron Dennis', 'Viviane Senna']",['Asif Kapadia']
49018,Insidious,"['Horror', 'Thriller']","a family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. when they reach out to a professional for help, they learn things are a lot more personal than they thought.",it's not the house that's haunted.,"['Patrick Wilson', 'Rose Byrne', 'Ty Simpkins', 'Barbara Hershey', 'Lin Shaye']",['James Wan']
49010,Hobo with a Shotgun,"['Action', 'Comedy', 'Thriller']","a vigilante homeless man pulls into a new city and finds himself trapped in urban chaos, a city where crime rules and where the city's crime boss reigns. seeing an urban landscape filled with armed robbers, corrupt cops, abused prostitutes and even a pedophile santa, the hobo goes about bringing justice to the city the best way he knows how - with a 20-gauge shotgun. mayhem ensues when he tries to make things better for the future generation. street justice will indeed prevail.","delivering justice, one shell at a time...","['Rutger Hauer', 'Gregory Smith', 'Robb Wells', 'Brian Downey', 'Molly Dunsworth']",['Jason Eisener']
55725,Win Win,"['Drama', 'Comedy']","when down-on-his-luck part-time high school wrestling coach mike agrees to become legal guardian to an elderly man, his ward's troubled grandson turns out to be a star grappler, sparking dreams of a big win -- until the boy's mother retrieves him.","in the game of life, you can't lose 'em all.","['Paul Giamatti', 'Alex Shaffer', 'Amy Ryan', 'Melanie Lynskey', 'Bobby Cannavale']",['Tom McCarthy']
60307,Diary of a Wimpy Kid: Rodrick Rules,"['Family', 'Comedy']","back in middle school after summer vacation, greg heffley and his older brother rodrick must deal with their parents' misguided attempts to have them bond.",welcome to the next grade,"['Zachary Gordon', 'Devon Bostick', 'Rachael Harris', 'Robert Capron', 'Steve Zahn']",['David Bowers']
50359,Hop,"['Animation', 'Comedy', 'Family']","e.b., the easter bunny's teenage son, heads to hollywood, determined to become a drummer in a rock 'n' roll band. in la, he's taken in by fred after the out-of-work slacker hits e.b. with his car.","candy, chicks and rock 'n' roll.","['Russell Brand', 'James Marsden', 'Kaley Cuoco', 'Hank Azaria', 'Elizabeth Perkins']",['Tim Hill']
58857,13 Assassins,"['Adventure', 'Drama', 'Action']",a bravado period action film set at the end of japan's feudal era in which a group of unemployed samurai are enlisted to bring down a sadistic lord and prevent him from ascending to the throne and plunging the country into a war-torn future.,take up your sword.,"['Koji Yakusho', 'Takayuki Yamada', 'Yusuke Iseya', 'Gorô Inagaki', 'Kazue Fukiishi']",['Takashi Miike']
50456,Hanna,"['Action', 'Thriller', 'Adventure']","a 16-year-old girl raised by her father to be the perfect assassin is dispatched on a mission across europe. tracked by a ruthless operatives, she faces startling revelations about her existence and questions about her humanity.",adapt or die.,"['Saoirse Ronan', 'Eric Bana', 'Vicky Krieps', 'Cate Blanchett', 'Tom Hollander']",['Joe Wright']
49012,Arthur,"['Comedy', 'Romance']","a drunken playboy stands to lose a wealthy inheritance when he falls for a woman, his family doesn't like.",meet the world's only loveable billionaire.,"['Russell Brand', 'Helen Mirren', 'Greta Gerwig', 'Jennifer Garner', 'Geraldine James']",['Jason Winer']
41446,Scream 4,"['Horror', 'Mystery']","sidney prescott, now the author of a self-help book, returns home to woodsboro on the last stop of her book tour. there she reconnects with sheriff dewey and gale, who are now married, as well as her cousin jill and her aunt kate. unfortunately, sidney's appearance also brings about the return of ghostface, putting sidney, gale, and dewey, along with jill, her friends, and the whole town of woodsboro in danger.",new decade. new rules.,"['David Arquette', 'Neve Campbell', 'Courteney Cox', 'Emma Roberts', 'Hayden Panettiere']",['Wes Craven']
